_time,price,carbonIntensity,fossilFuelPercentage,fossilEnergy,renewableEnergy,cloud_cover,dew_point,pressure_msl,relative_humidity,sunshine,temperature,visibility,wind_gust_speed,wind_speed,month,day,dayofweek,dayofyear,hour
2022-01-01 01:00:00+00:00,41.33,205.1741374860642,27.496378667454387,2614.1875,8997.875,100.0,11.0,1017.5,96.0,0.0,11.6,12000.0,34.9,18.4,1,1,5,1,1
2022-01-01 02:00:00+00:00,43.22,209.26344250350772,28.192717681584494,2593.8125,8642.25,100.0,11.0,1018.4,96.0,0.0,11.6,6000.0,36.0,19.4,1,1,5,1,2
2022-01-01 03:00:00+00:00,45.46,214.20901561175646,28.97129746148144,2594.25,8329.25,100.0,11.1,1018.9,97.0,0.0,11.6,7000.0,34.9,21.6,1,1,5,1,3
2022-01-01 04:00:00+00:00,37.67,219.7446482079976,29.843528322047284,2601.875,8020.875,100.0,10.7,1019.3,95.0,0.0,11.5,20000.0,33.8,18.0,1,1,5,1,4
2022-01-01 05:00:00+00:00,39.7,234.1007997999714,31.64956661782281,2658.75,7497.4375,87.0,10.6,1019.6,94.0,0.0,11.5,20000.0,27.7,16.2,1,1,5,1,5
2022-01-01 06:00:00+00:00,40.59,238.1095620398276,32.09020905608969,2690.375,7420.4375,100.0,10.5,1020.2,93.0,0.0,11.6,20000.0,30.2,16.9,1,1,5,1,6
2022-01-01 07:00:00+00:00,43.26,249.6423796655191,33.14624855539987,2778.9375,7215.9375,87.0,10.2,1020.7,91.0,0.0,11.6,17000.0,31.3,17.3,1,1,5,1,7
2022-01-01 08:00:00+00:00,49.66,263.9719871732519,35.08251989224425,2862.4375,6798.5,87.0,10.1,1021.4,90.0,0.0,11.7,17000.0,29.5,16.2,1,1,5,1,8
2022-01-01 09:00:00+00:00,70.05,265.22229323422476,34.77104347618561,2901.25,6969.625,87.0,10.2,1021.9,90.0,0.0,11.8,17000.0,28.1,16.6,1,1,5,1,9
2022-01-01 10:00:00+00:00,76.79,267.9026369340597,34.765127088559744,2967.875,7084.1875,87.0,10.0,1022.7,89.0,0.0,11.8,18000.0,32.8,17.3,1,1,5,1,10
2022-01-01 11:00:00+00:00,84.1,269.47123610941526,34.73603238286918,3003.3125,7172.25,87.0,10.1,1022.9,88.0,0.0,12.1,14000.0,27.7,16.9,1,1,5,1,11
2022-01-01 12:00:00+00:00,94.74,276.5933547094291,34.442861439731885,3070.75,7220.1875,87.0,9.9,1022.9,85.0,0.0,12.4,16000.0,32.4,19.8,1,1,5,1,12
2022-01-01 13:00:00+00:00,96.8,283.2495990250908,34.946641157735755,2984.3125,6779.3125,87.0,9.7,1023.1,84.0,0.0,12.4,20000.0,29.9,17.3,1,1,5,1,13
2022-01-01 14:00:00+00:00,97.17,317.5514050295782,37.42609968341746,3218.8125,6183.875,87.0,9.8,1023.1,85.0,0.0,12.3,18000.0,22.3,14.0,1,1,5,1,14
2022-01-01 15:00:00+00:00,101.0,364.16131181599053,42.30172319971437,3687.4375,5659.375,87.0,9.8,1022.9,85.0,0.0,12.3,17000.0,16.6,10.1,1,1,5,1,15
2022-01-01 16:00:00+00:00,126.6,380.32416239641503,42.46418428363355,3962.625,5772.3125,87.0,9.5,1023.0,85.0,0.0,12.0,18000.0,14.4,8.3,1,1,5,1,16
2022-01-01 17:00:00+00:00,149.97,372.75903643238536,40.54324612415081,4090.375,6321.3125,87.0,9.3,1023.3,84.0,0.0,12.0,18000.0,15.5,8.6,1,1,5,1,17
2022-01-01 18:00:00+00:00,146.33,363.7730838377096,38.940499071257506,4180.0,6846.0,87.0,9.2,1023.0,85.0,0.0,11.7,20000.0,15.8,7.9,1,1,5,1,18
2022-01-01 19:00:00+00:00,140.28,341.3587924445881,37.41640605511297,4048.4375,7330.4375,87.0,9.0,1022.9,83.0,0.0,11.8,25000.0,16.6,8.6,1,1,5,1,19
2022-01-01 20:00:00+00:00,121.88,312.324962934121,36.06737467450506,3747.0625,7592.1875,87.0,8.8,1022.8,83.0,0.0,11.5,25000.0,13.7,7.6,1,1,5,1,20
2022-01-01 21:00:00+00:00,102.61,288.11196165982824,34.75830731002865,3457.0625,7756.1875,87.0,8.4,1022.0,86.0,0.0,10.7,30000.0,16.9,9.4,1,1,5,1,21
2022-01-01 22:00:00+00:00,97.46,278.9382095869436,33.74114207527329,3334.875,7848.375,87.0,8.3,1021.6,86.0,0.0,10.6,30000.0,14.4,7.6,1,1,5,1,22
2022-01-01 23:00:00+00:00,85.16,250.5157154682002,32.09680716673924,2984.4375,7931.0625,87.0,7.6,1020.9,83.0,0.0,10.4,40000.0,22.0,10.8,1,1,5,1,23
2022-01-02 00:00:00+00:00,57.08,228.868536976685,30.751188799730585,2714.125,7928.125,87.0,6.9,1020.4,83.0,0.0,9.7,40000.0,20.9,11.9,1,2,6,2,0
2022-01-02 01:00:00+00:00,52.59,230.4969259554889,30.476228643497997,2693.125,7866.75,75.0,6.7,1019.4,87.0,0.0,8.8,40000.0,19.1,10.8,1,2,6,2,1
2022-01-02 02:00:00+00:00,48.97,230.61124678319888,30.858986168941342,2650.75,7673.5625,87.0,6.7,1018.4,88.0,0.0,8.6,40000.0,19.4,8.3,1,2,6,2,2
2022-01-02 03:00:00+00:00,34.94,226.76927563773637,30.567978637401865,2636.625,7788.5625,87.0,6.3,1017.3,87.0,0.0,8.4,40000.0,19.8,9.4,1,2,6,2,3
2022-01-02 04:00:00+00:00,29.56,232.1131336839195,31.317035204395154,2630.25,7512.9375,87.0,6.2,1016.5,87.0,0.0,8.3,40000.0,18.7,9.7,1,2,6,2,4
2022-01-02 05:00:00+00:00,33.97,230.73933216353052,31.131927201766363,2640.0625,7601.5625,87.0,6.4,1016.4,89.0,0.0,8.1,40000.0,22.3,9.7,1,2,6,2,5
2022-01-02 06:00:00+00:00,34.52,228.28677477705708,30.833206132895622,2646.875,7732.625,87.0,6.3,1015.4,91.0,0.0,7.7,40000.0,16.9,8.6,1,2,6,2,6
2022-01-02 07:00:00+00:00,41.8,227.20977404996074,29.979092137151955,2665.4375,7980.75,87.0,6.8,1014.8,94.0,0.0,7.7,35000.0,18.0,9.0,1,2,6,2,7
2022-01-02 08:00:00+00:00,48.95,219.6239439169677,27.993696668599107,2681.6875,8661.0,87.0,7.3,1014.5,92.0,0.0,8.5,35000.0,22.3,11.2,1,2,6,2,8
2022-01-02 09:00:00+00:00,60.01,212.0082295761647,26.885416392014516,2672.75,9187.5625,100.0,7.6,1014.0,89.0,0.0,9.3,25000.0,25.6,14.0,1,2,6,2,9
2022-01-02 10:00:00+00:00,70.09,200.02878697930663,25.201859937987518,2679.125,10101.25,100.0,8.1,1013.5,90.0,0.0,9.7,35000.0,21.6,13.0,1,2,6,2,10
2022-01-02 11:00:00+00:00,66.26,185.01362735066994,23.813594573376683,2645.25,10977.875,100.0,8.7,1012.3,91.0,0.0,10.1,35000.0,25.6,13.3,1,2,6,2,11
2022-01-02 12:00:00+00:00,64.54,178.54466939326883,23.106435734789592,2670.6875,11549.3125,100.0,9.2,1010.8,94.0,0.0,10.1,30000.0,23.8,11.9,1,2,6,2,12
2022-01-02 13:00:00+00:00,46.96,176.95976574654895,23.147178008902113,2666.75,11536.25,100.0,9.2,1009.9,95.0,0.0,10.0,30000.0,27.4,15.1,1,2,6,2,13
2022-01-02 14:00:00+00:00,40.01,175.15158259481484,23.069244501869594,2650.4375,11555.875,100.0,9.0,1008.4,95.0,0.0,9.8,20000.0,28.8,14.8,1,2,6,2,14
2022-01-02 15:00:00+00:00,29.11,175.68743079588523,23.096204833308178,2668.0,11577.1875,87.0,8.8,1007.8,94.0,0.0,9.7,25000.0,30.2,16.6,1,2,6,2,15
2022-01-02 16:00:00+00:00,32.76,175.2351916204764,22.875462137825444,2681.25,11737.75,75.0,8.6,1008.2,91.0,0.0,10.0,35000.0,27.4,15.1,1,2,6,2,16
2022-01-02 17:00:00+00:00,42.97,175.51529968368317,22.66235037800206,2733.125,12059.625,87.0,8.0,1008.1,84.0,0.0,10.5,40000.0,34.2,18.4,1,2,6,2,17
2022-01-02 18:00:00+00:00,60.96,174.57341943060953,22.39926696354513,2735.8125,12205.875,87.0,7.5,1007.8,79.0,0.0,10.9,40000.0,31.3,19.4,1,2,6,2,18
2022-01-02 19:00:00+00:00,60.94,176.60482853746677,22.528123396282297,2705.125,11950.8125,37.0,6.7,1007.7,74.0,0.0,11.2,40000.0,31.7,18.0,1,2,6,2,19
2022-01-02 20:00:00+00:00,54.12,179.59933483283982,22.713041141801437,2701.0625,11734.25,75.0,6.4,1008.0,70.0,0.0,11.6,40000.0,31.7,16.9,1,2,6,2,20
2022-01-02 21:00:00+00:00,46.16,180.4087505114137,23.08176233475325,2635.6875,11290.5,37.0,5.9,1008.1,69.0,0.0,11.3,40000.0,39.6,20.2,1,2,6,2,21
2022-01-02 22:00:00+00:00,46.29,188.90525898988952,24.20136587836932,2649.5,10622.375,62.0,6.2,1008.0,73.0,0.0,10.9,40000.0,36.4,16.6,1,2,6,2,22
2022-01-02 23:00:00+00:00,32.93,187.8837748273117,24.559314371232386,2607.125,10400.625,62.0,6.0,1007.9,76.0,0.0,10.1,40000.0,24.1,13.0,1,2,6,2,23
2022-01-03 00:00:00+00:00,0.31,191.44962099685864,25.574669574512143,2675.125,10152.25,87.0,6.2,1006.9,79.0,0.0,9.7,40000.0,22.3,13.0,1,3,0,3,0
2022-01-03 01:00:00+00:00,-0.01,203.41878509849033,26.69201953759932,2712.25,9610.3125,100.0,6.1,1006.2,77.0,0.0,10.0,25000.0,27.7,14.8,1,3,0,3,1
2022-01-03 02:00:00+00:00,-0.07,203.67320348415063,26.60517945246869,2683.0625,9470.4375,100.0,7.6,1005.3,91.0,0.0,9.0,20000.0,33.5,16.9,1,3,0,3,2
2022-01-03 03:00:00+00:00,-1.05,206.7708546582994,27.097830062146127,2694.0,9261.25,87.0,7.6,1005.1,93.0,0.0,8.7,40000.0,33.1,17.3,1,3,0,3,3
2022-01-03 04:00:00+00:00,-1.0,203.17270621890415,26.475768765530006,2728.75,9679.875,100.0,7.0,1004.4,88.0,0.0,8.9,20000.0,38.2,17.6,1,3,0,3,4
2022-01-03 05:00:00+00:00,0.32,196.94990804050153,25.502172455760626,2863.5,10711.8125,87.0,6.0,1005.1,83.0,0.0,8.8,35000.0,56.9,28.4,1,3,0,3,5
2022-01-03 06:00:00+00:00,37.55,199.22258284073203,25.068322300801174,3228.5625,12032.6875,100.0,6.4,1006.3,91.0,0.0,7.8,25000.0,64.4,34.6,1,3,0,3,6
2022-01-03 07:00:00+00:00,88.76,216.12352185869887,26.57912847418047,3734.625,12436.1875,87.0,6.9,1007.2,93.0,0.0,8.0,40000.0,42.8,21.6,1,3,0,3,7
2022-01-03 08:00:00+00:00,122.93,246.8720665330401,29.106991469849078,4345.375,12250.125,87.0,6.8,1007.8,91.0,0.0,8.2,13000.0,36.7,18.4,1,3,0,3,8
2022-01-03 09:00:00+00:00,110.17,261.87262197345,30.03195078275032,4680.125,12398.5625,62.0,6.8,1008.0,91.0,0.0,8.1,35000.0,33.5,17.6,1,3,0,3,9
2022-01-03 10:00:00+00:00,93.38,262.9914152794568,30.260854544397535,4859.125,12785.25,75.0,6.1,1008.2,84.0,0.0,8.7,45000.0,35.3,17.6,1,3,0,3,10
2022-01-03 11:00:00+00:00,90.73,254.97539391819373,29.84299234076376,4834.1875,13247.25,87.0,6.3,1007.9,79.0,26.0,9.8,35000.0,32.0,17.6,1,3,0,3,11
2022-01-03 12:00:00+00:00,82.37,252.8131772165861,30.01487962211529,4800.0,13271.3125,75.0,5.3,1007.5,73.0,0.0,10.0,35000.0,33.1,18.0,1,3,0,3,12
2022-01-03 13:00:00+00:00,80.9,259.0935143626293,31.060807072831842,4854.5625,12839.0,62.0,4.4,1007.1,66.0,1.0,10.4,35000.0,40.7,20.5,1,3,0,3,13
2022-01-03 14:00:00+00:00,80.99,271.7994162974868,32.52853421079303,4976.5,12267.6875,87.0,3.7,1006.7,62.0,11.0,10.6,35000.0,40.0,20.2,1,3,0,3,14
2022-01-03 15:00:00+00:00,98.05,298.7962515512545,34.55435788158003,5272.5625,11480.6875,87.0,3.3,1006.4,61.0,0.0,10.4,35000.0,40.3,19.8,1,3,0,3,15
2022-01-03 16:00:00+00:00,123.51,318.6520596985142,35.435733527973944,5589.375,11199.6875,75.0,3.5,1006.1,64.0,0.0,9.9,18000.0,33.8,18.7,1,3,0,3,16
2022-01-03 17:00:00+00:00,148.49,325.61772351784873,36.084966356572835,5735.3125,11060.375,37.0,3.3,1005.8,68.0,0.0,8.8,45000.0,27.4,14.4,1,3,0,3,17
2022-01-03 18:00:00+00:00,138.0,325.50705626913873,36.9484658611952,5786.875,11077.6875,12.0,3.3,1005.5,74.0,0.0,7.7,45000.0,27.7,14.4,1,3,0,3,18
2022-01-03 19:00:00+00:00,117.64,332.5566653600841,37.86822849801288,5769.5,10687.125,50.0,4.1,1005.1,82.0,0.0,7.0,40000.0,23.0,13.3,1,3,0,3,19
2022-01-03 20:00:00+00:00,117.71,345.84717163216595,39.48752569888602,5795.25,10098.4375,50.0,4.7,1004.5,86.0,0.0,6.9,35000.0,28.8,13.7,1,3,0,3,20
2022-01-03 21:00:00+00:00,95.95,352.5736268249395,40.92109956810041,5793.5,9660.25,25.0,4.7,1004.3,86.0,0.0,6.9,40000.0,29.5,14.8,1,3,0,3,21
2022-01-03 22:00:00+00:00,105.68,365.6403193858205,42.62103575490124,5765.125,9077.8125,12.0,4.4,1004.1,86.0,0.0,6.6,40000.0,20.9,11.9,1,3,0,3,22
2022-01-03 23:00:00+00:00,95.26,376.0143255809724,43.80511754104447,5683.5625,8544.5625,0.0,4.1,1003.6,87.0,0.0,6.1,45000.0,20.2,11.2,1,3,0,3,23
2022-01-04 00:00:00+00:00,103.7,392.2057298453167,45.214808202261516,5762.375,8153.0,37.0,4.1,1002.9,91.0,0.0,5.5,45000.0,18.0,11.2,1,4,1,4,0
2022-01-04 01:00:00+00:00,108.27,398.2324219986399,46.05630380683148,5668.375,7778.6875,87.0,4.4,1002.2,92.0,0.0,5.6,45000.0,19.4,11.2,1,4,1,4,1
2022-01-04 02:00:00+00:00,105.92,402.0421049752936,46.951400635496036,5418.25,7216.1875,87.0,4.4,1001.3,92.0,0.0,5.6,45000.0,19.1,10.4,1,4,1,4,2
2022-01-04 03:00:00+00:00,103.41,419.38596926380524,48.94639369248383,5534.75,6781.125,87.0,4.6,1000.2,93.0,0.0,5.7,45000.0,17.3,9.7,1,4,1,4,3
2022-01-04 04:00:00+00:00,102.71,453.557045350251,52.53368867643752,5939.25,6219.5,87.0,4.9,999.6,94.0,0.0,5.8,45000.0,16.6,9.4,1,4,1,4,4
2022-01-04 05:00:00+00:00,114.23,481.7727223337036,55.58876721221792,6444.1875,5897.8125,100.0,4.8,998.9,96.0,0.0,5.4,45000.0,14.8,7.9,1,4,1,4,5
2022-01-04 06:00:00+00:00,156.91,510.0076510164271,58.766038464348604,7424.6875,5832.5,100.0,4.1,998.1,98.0,0.0,4.4,45000.0,14.0,7.6,1,4,1,4,6
2022-01-04 07:00:00+00:00,182.64,528.3431318009511,59.38182201244564,8168.25,5761.25,100.0,4.3,997.1,99.0,0.0,4.4,40000.0,14.8,8.6,1,4,1,4,7
2022-01-04 08:00:00+00:00,178.91,537.0183989288546,60.07598226743698,8624.25,5593.125,100.0,5.5,996.9,99.0,0.0,5.7,40000.0,16.2,9.4,1,4,1,4,8
2022-01-04 09:00:00+00:00,190.0,545.6930878504421,60.74026268791228,8901.25,5414.5,100.0,5.9,996.2,96.0,0.0,6.5,45000.0,14.8,8.6,1,4,1,4,9
2022-01-04 10:00:00+00:00,189.88,537.6060969521211,59.76182988302457,8988.25,5731.9375,100.0,5.5,995.7,93.0,0.0,6.6,20000.0,14.0,8.6,1,4,1,4,10
2022-01-04 11:00:00+00:00,182.42,533.9683571028161,59.54174592832427,9054.875,5942.1875,100.0,5.9,994.7,96.0,0.0,6.5,18000.0,14.4,8.6,1,4,1,4,11
2022-01-04 12:00:00+00:00,182.46,526.511773718733,59.47085722302788,9088.8125,6312.875,100.0,6.1,994.1,98.0,0.0,6.4,20000.0,15.8,9.4,1,4,1,4,12
2022-01-04 13:00:00+00:00,179.59,519.5542268962996,59.927358588156046,9062.8125,6569.3125,100.0,6.3,993.2,98.0,0.0,6.6,22000.0,14.8,8.6,1,4,1,4,13
2022-01-04 14:00:00+00:00,179.0,515.8723382859023,59.74682000281081,8929.375,6532.375,100.0,6.4,993.1,98.0,0.0,6.7,15000.0,17.3,8.6,1,4,1,4,14
2022-01-04 15:00:00+00:00,180.93,510.95459715852166,58.73495104094539,8908.75,6633.5625,100.0,6.3,992.9,98.0,0.0,6.6,20000.0,16.9,8.6,1,4,1,4,15
2022-01-04 16:00:00+00:00,166.69,506.61874185101567,57.65679299057587,8937.5,6772.875,87.0,6.2,993.0,98.0,0.0,6.5,25000.0,19.8,10.1,1,4,1,4,16
2022-01-04 17:00:00+00:00,189.88,501.1568063820707,56.43816645714662,9017.8125,6983.25,87.0,5.8,993.2,97.0,0.0,6.3,25000.0,19.4,11.9,1,4,1,4,17
2022-01-04 18:00:00+00:00,184.94,500.9274574115247,57.05488867707974,8971.6875,6996.375,100.0,5.6,993.3,95.0,0.0,6.3,15000.0,23.0,12.2,1,4,1,4,18
2022-01-04 19:00:00+00:00,178.99,495.0971423902795,56.712539985993466,8840.0625,7135.5625,100.0,5.0,994.3,94.0,0.0,5.9,25000.0,32.8,17.6,1,4,1,4,19
2022-01-04 20:00:00+00:00,156.12,491.49946144142444,55.78215708896609,8472.75,7160.625,87.0,4.6,994.8,94.0,0.0,5.5,35000.0,26.3,15.8,1,4,1,4,20
2022-01-04 21:00:00+00:00,140.92,491.81727394959427,55.29600551238865,8056.1875,7086.25,100.0,4.7,995.5,95.0,0.0,5.4,28000.0,20.2,12.6,1,4,1,4,21
2022-01-04 22:00:00+00:00,137.92,490.2852314967404,55.14987909882218,7912.3125,7039.3125,87.0,3.7,996.0,91.0,0.0,5.1,35000.0,30.2,14.4,1,4,1,4,22
2022-01-04 23:00:00+00:00,97.56,479.4588104380627,53.9248413005037,7555.875,7162.6875,87.0,3.0,996.4,90.0,0.0,4.5,35000.0,27.4,16.2,1,4,1,4,23
2022-01-05 00:00:00+00:00,105.31,455.5826601104159,50.82993755224109,6682.875,7359.5,75.0,2.3,996.3,91.0,0.0,3.7,35000.0,18.0,10.4,1,5,2,5,0
2022-01-05 01:00:00+00:00,97.29,425.5875262024771,48.17948637954704,6254.375,7762.8125,87.0,2.0,996.3,91.0,0.0,3.4,40000.0,15.5,9.4,1,5,2,5,1
2022-01-05 02:00:00+00:00,84.5,393.145235316712,45.11137006349794,5845.875,8303.375,87.0,2.0,996.4,91.0,0.0,3.4,40000.0,14.4,7.9,1,5,2,5,2
2022-01-05 03:00:00+00:00,75.38,360.8840598248714,41.986690055518764,5419.9375,8845.125,87.0,2.2,996.3,91.0,0.0,3.5,35000.0,18.0,9.0,1,5,2,5,3
2022-01-05 04:00:00+00:00,79.11,361.67843842622915,41.73183624133492,5594.0625,9175.625,87.0,1.6,996.3,87.0,0.0,3.6,35000.0,19.1,9.4,1,5,2,5,4
2022-01-05 05:00:00+00:00,94.79,371.0562865397741,42.38658524770929,6121.25,9634.875,100.0,1.1,996.6,90.0,0.0,2.6,35000.0,21.2,12.6,1,5,2,5,5
2022-01-05 06:00:00+00:00,99.16,374.27722278887165,42.06695195011754,6537.1875,10265.0625,87.0,1.1,996.5,90.0,0.0,2.5,40000.0,19.1,10.4,1,5,2,5,6
2022-01-05 07:00:00+00:00,101.15,375.55135411146307,41.943192061428,6888.75,10756.0,87.0,1.2,997.1,93.0,0.0,2.2,40000.0,17.6,10.1,1,5,2,5,7
2022-01-05 08:00:00+00:00,129.56,363.1620676619629,40.6619550302845,6815.375,11178.625,75.0,1.1,997.5,91.0,0.0,2.4,40000.0,20.5,10.4,1,5,2,5,8
2022-01-05 09:00:00+00:00,113.37,348.023501040698,38.92689031872445,6647.875,11720.125,37.0,0.0,997.7,82.0,0.0,2.8,40000.0,24.5,13.0,1,5,2,5,9
2022-01-05 10:00:00+00:00,94.43,329.25390877801925,37.31602841528101,6529.375,12580.0625,75.0,-0.7,998.1,72.0,59.0,3.8,40000.0,32.0,16.6,1,5,2,5,10
2022-01-05 11:00:00+00:00,98.1,317.9825581742471,35.989282902113864,6477.9375,13275.5,87.0,-1.4,998.1,67.0,7.0,4.1,40000.0,41.0,20.2,1,5,2,5,11
2022-01-05 12:00:00+00:00,95.68,304.1007764056683,34.5026142627454,6203.4375,13657.6875,87.0,-1.8,997.7,62.0,13.0,4.8,40000.0,42.8,23.0,1,5,2,5,12
2022-01-05 13:00:00+00:00,96.8,299.0196000222132,34.16148885296272,6067.4375,13592.9375,100.0,-1.9,997.7,63.0,1.0,4.4,40000.0,43.9,22.7,1,5,2,5,13
2022-01-05 14:00:00+00:00,107.32,313.40269710808826,35.80879062267449,6290.8125,13030.625,100.0,-1.1,997.7,70.0,0.0,3.8,40000.0,40.7,22.0,1,5,2,5,14
2022-01-05 15:00:00+00:00,119.48,332.1967013046709,37.71630473201036,6553.8125,12298.0625,100.0,1.0,997.8,86.0,0.0,3.1,15000.0,45.7,22.3,1,5,2,5,15
2022-01-05 16:00:00+00:00,137.28,348.09714599520765,39.03282171146173,6834.75,11730.375,100.0,1.1,998.1,87.0,0.0,3.1,14000.0,38.2,20.2,1,5,2,5,16
2022-01-05 17:00:00+00:00,148.09,359.27026826452163,39.79157677569081,6974.1875,11299.125,100.0,2.1,998.5,94.0,0.0,3.0,35000.0,30.2,17.3,1,5,2,5,17
2022-01-05 18:00:00+00:00,139.88,360.4754685591509,41.23444336281957,6972.4375,11170.75,100.0,2.6,998.5,90.0,0.0,4.1,30000.0,40.3,18.4,1,5,2,5,18
2022-01-05 19:00:00+00:00,135.75,360.849666162255,41.483278342585386,6830.25,10973.875,87.0,2.2,999.3,85.0,0.0,4.5,30000.0,43.9,24.1,1,5,2,5,19
2022-01-05 20:00:00+00:00,119.93,358.5968641359625,41.11244138766026,6401.125,10523.1875,87.0,2.4,1000.4,89.0,0.0,4.1,35000.0,46.4,23.4,1,5,2,5,20
2022-01-05 21:00:00+00:00,98.09,362.8374952078255,41.65959478668579,6173.0625,10004.4375,87.0,1.9,1001.0,84.0,0.0,4.4,35000.0,40.3,23.0,1,5,2,5,21
2022-01-05 22:00:00+00:00,118.71,376.464502080989,42.94988523425955,6215.5,9556.1875,75.0,1.5,1001.9,81.0,0.0,4.5,40000.0,39.2,21.6,1,5,2,5,22
2022-01-05 23:00:00+00:00,99.68,372.2293615418498,42.732539886420014,5914.25,9237.875,62.0,1.0,1002.8,82.0,0.0,3.8,40000.0,36.0,20.2,1,5,2,5,23
2022-01-06 00:00:00+00:00,99.85,368.22518782730333,42.54486213988548,5587.0,8859.875,87.0,0.7,1003.4,81.0,0.0,3.7,45000.0,33.8,18.0,1,6,3,6,0
2022-01-06 01:00:00+00:00,101.32,388.4744571122507,44.78009880929302,5810.75,8349.75,87.0,1.1,1004.5,85.0,0.0,3.4,25000.0,50.8,24.5,1,6,3,6,1
2022-01-06 02:00:00+00:00,110.01,418.0019782481946,47.93744736507338,6341.1875,7948.375,50.0,-1.1,1005.8,79.0,0.0,2.2,50000.0,40.0,26.3,1,6,3,6,2
2022-01-06 03:00:00+00:00,111.55,439.9872743879903,50.383469218466885,6531.25,7368.25,87.0,-1.3,1006.9,79.0,0.0,2.0,50000.0,41.8,24.5,1,6,3,6,3
2022-01-06 04:00:00+00:00,123.37,469.7303163646268,53.465028724770654,6950.4375,6849.9375,12.0,-3.8,1008.3,70.0,0.0,1.0,50000.0,49.0,27.7,1,6,3,6,4
2022-01-06 05:00:00+00:00,149.94,496.9417743224875,56.39822933001896,7363.4375,6344.4375,0.0,-5.1,1009.7,67.0,0.0,0.4,55000.0,42.8,26.3,1,6,3,6,5
2022-01-06 06:00:00+00:00,185.92,528.6576636803342,58.96490045467267,8016.6875,5758.0625,0.0,-4.5,1010.9,74.0,0.0,-0.4,50000.0,24.8,16.2,1,6,3,6,6
2022-01-06 07:00:00+00:00,228.25,555.3008608225883,61.711991146915906,8723.375,5104.625,12.0,-3.5,1012.1,81.0,0.0,-0.7,50000.0,31.3,15.5,1,6,3,6,7
2022-01-06 08:00:00+00:00,228.92,570.4128392781435,63.4603239029257,9002.8125,4674.375,12.0,-2.6,1013.4,87.0,16.0,-0.7,45000.0,30.6,18.4,1,6,3,6,8
2022-01-06 09:00:00+00:00,212.9,569.369444785678,64.04029065006651,8964.75,4753.4375,12.0,-2.6,1014.1,81.0,60.0,0.2,45000.0,35.3,20.5,1,6,3,6,9
2022-01-06 10:00:00+00:00,215.5,555.0428166890516,62.798266495884725,8861.5625,5154.8125,12.0,-2.3,1015.0,77.0,60.0,1.2,50000.0,45.7,24.8,1,6,3,6,10
2022-01-06 11:00:00+00:00,231.9,542.3222410951803,62.2928989647999,8787.875,5586.5,0.0,-2.5,1015.7,70.0,60.0,2.3,50000.0,37.8,23.0,1,6,3,6,11
2022-01-06 12:00:00+00:00,226.0,540.1139238888061,62.298807680134885,8776.375,5718.25,0.0,-4.5,1016.4,59.0,60.0,2.8,50000.0,39.2,24.5,1,6,3,6,12
2022-01-06 13:00:00+00:00,209.2,548.4543800206919,63.68473234990251,8747.375,5452.1875,0.0,-6.2,1016.8,50.0,60.0,3.2,50000.0,38.2,23.8,1,6,3,6,13
2022-01-06 14:00:00+00:00,216.06,575.6268441631348,66.24187830323771,8841.4375,4601.75,0.0,-6.4,1017.4,50.0,60.0,2.9,50000.0,29.5,18.0,1,6,3,6,14
2022-01-06 15:00:00+00:00,230.77,614.803536554572,70.11759917451624,9006.25,3620.25,0.0,-6.3,1017.6,54.0,60.0,2.0,50000.0,19.8,10.8,1,6,3,6,15
2022-01-06 16:00:00+00:00,245.95,616.0445083597878,70.17123434452246,9078.8125,3598.875,0.0,-4.9,1018.5,70.0,6.0,0.0,50000.0,13.0,6.8,1,6,3,6,16
2022-01-06 17:00:00+00:00,274.11,577.8327673325202,65.57171205021116,9093.0625,4575.25,0.0,-3.9,1018.8,84.0,0.0,-1.6,50000.0,7.2,4.3,1,6,3,6,17
2022-01-06 18:00:00+00:00,273.44,547.9404590654,62.339411969394845,8991.25,5413.4375,12.0,-2.8,1018.9,87.0,0.0,-0.9,45000.0,13.7,5.4,1,6,3,6,18
2022-01-06 19:00:00+00:00,245.48,518.8651041527609,60.29310538986807,8812.5,6260.375,12.0,-2.2,1018.9,87.0,0.0,-0.3,35000.0,15.8,8.3,1,6,3,6,19
2022-01-06 20:00:00+00:00,226.14,491.5045094199829,57.19025689904517,8333.8125,6913.625,0.0,-2.2,1019.1,92.0,0.0,-1.0,30000.0,14.8,8.3,1,6,3,6,20
2022-01-06 21:00:00+00:00,208.31,470.0631011325348,54.25417351892244,7686.4375,7250.6875,0.0,-2.2,1019.0,94.0,0.0,-1.4,28000.0,14.0,8.3,1,6,3,6,21
2022-01-06 22:00:00+00:00,178.75,466.5387410003873,53.23692050338036,7496.9375,7315.1875,0.0,-1.8,1018.9,96.0,0.0,-1.3,28000.0,17.3,10.8,1,6,3,6,22
2022-01-06 23:00:00+00:00,124.7,456.13531998111296,52.18373539717014,7258.0,7530.0625,12.0,-2.0,1018.9,96.0,0.0,-1.5,30000.0,15.8,8.6,1,6,3,6,23
2022-01-07 00:00:00+00:00,128.92,442.50022158904625,49.96894040167001,6789.375,7764.1875,12.0,-2.2,1018.7,96.0,0.0,-1.7,30000.0,16.2,7.2,1,7,4,7,0
